Sort,Planted,index,NIR_plate,experiment code,note1,Culture Number,Genotype,Isolate,NIR_plate_kernels,kernels,Positions,indexed,Seed treatment 1,Seed treatment 2,Date planted,Time watered,Base Soil Type,Honeycomb media,Rack,camera,Tray Position,Emergence Temperature,Date Transfer to emergence temperature,Time Transfer to 24C,Date time,initial picture date,initial picture time,Date Time,image capture interval (min),images captured,Time Between Transfer and first Picture (hrs),iplant directory,Colaborator,Handscored,HandScore_Location,ForImageProcessing,ForImageProcessing_Note,
5264,yes,20181003_tray3,,2017_IBM_RILs,Set 10-1,10A-1895-02,M0289,RIL,NA,7,A04:G04,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5265,yes,20181003_tray3,,2017_IBM_RILs,Set 10-1,10A-1930-01,M0077,RIL,NA,7,A05:G05,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5266,yes,20181003_tray3,,2017_IBM_RILs,Set 10-1,10A-1908-02,M0318,RIL,NA,7,A06:G06,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5267,yes,20181003_tray3,,2017_IBM_RILs,Set 10-1,10A-1901-01,M0044,RIL,NA,7,A07:G07,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5268,yes,20181003_tray3,,2017_IBM_RILs,Set 10-1,10A-1878-03,M0165,RIL,NA,7,A08:G08,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5269,yes,20181003_tray3,,2017_IBM_RILs,Set 10-1,10A-1934-04,M0284,RIL,NA,7,A09:G09,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5270,yes,20181003_tray3,,2017_IBM_RILs,Set 10-1,10A-1894-03,M0274,RIL,NA,7,A10:G10,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5271,yes,20181003_tray3,,2017_IBM_RILs,Set 10-1,10A-1932-01,M0043,RIL,NA,7,A11:G11,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5272,yes,20181003_tray3,,2017_IBM_RILs,Set 10-1,10A-1886-04,M0164,RIL,NA,7,A12:G12,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5273,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1913-02,M0362,RIL,NA,7,A01:G01,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5274,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1923-03,M0376,RIL,NA,7,A02:G02,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5275,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1919-01,M0287,RIL,NA,7,A03:G03,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5276,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1928-04,M0368,RIL,NA,7,A04:G04,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5277,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1930-02,M0077,RIL,NA,7,A05:G05,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5278,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1886-02,M0164,RIL,NA,7,A06:G06,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5279,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1904-04,M0268,RIL,NA,7,A07:G07,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5280,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1910-04,M0046,RIL,NA,7,A08:G08,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5281,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1929-04,M0280,RIL,NA,7,A09:G09,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5282,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1875-03,M0045,RIL,NA,7,A10:G10,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5283,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1925-03,M0366,RIL,NA,7,A11:G11,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5284,yes,20181003_tray4,,2017_IBM_RILs,Set 10-1,10A-1890-05,M0196,RIL,NA,7,A12:G12,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,2,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera2,,no,NA,yes,NA,Missing images 11:19;
5285,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,13B-4803-01,B73,B73 (springer stock),NA,7,A01:G01,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5286,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,10A-1916-02,M0035,RIL,NA,7,A02:G02,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5287,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,10A-1914-04,M0295,RIL,NA,7,A03:G03,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5288,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,10A-1915-03,M0042,RIL,NA,7,A04:G04,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5289,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,10A-1936-03,M0200,RIL,NA,7,A05:G05,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5290,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,10A-1931-01,M0381,RIL,NA,7,A06:G06,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5291,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,10A-1883-02,M0218,RIL,NA,7,A07:G07,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5292,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,10A-1907-02,M0095,RIL,NA,7,A08:G08,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5293,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,10A-1933-01,M0116,RIL,NA,7,A09:G09,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5294,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,10A-1884-03,M0177,RIL,NA,7,A10:G10,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5295,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,10A-1902-03,M0241,RIL,NA,7,A11:G11,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5296,yes,20181003_tray5,,2017_IBM_RILs,Set 10-1,13B-4802-03,Mo17,Mo17 (springer stock),NA,7,A12:G12,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5297,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,10A-1888-02,M0056,RIL,NA,7,A01:G01,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5298,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,10A-1918-02,M0057,RIL,NA,7,A02:G02,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5299,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,10A-1913-01,M0362,RIL,NA,7,A03:G03,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5300,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,10A-1901-03,M0044,RIL,NA,7,A04:G04,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5301,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,10A-1893-03,M0364,RIL,NA,7,A05:G05,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5302,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,10A-1903-02,M0068,RIL,NA,7,A06:G06,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5303,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,10A-1911-01,M0297,RIL,NA,7,A07:G07,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5304,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,10A-1931-05,M0381,RIL,NA,7,A08:G08,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5305,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,10A-1906-04,M0300,RIL,NA,7,A09:G09,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5306,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,10A-1915-02,M0042,RIL,NA,7,A10:G10,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5307,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,10A-1878-01,M0165,RIL,NA,7,A11:G11,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5308,yes,20181003_tray6,,2017_IBM_RILs,Set 10-1,13B-4802-01,Mo17,Mo17 (springer stock),NA,7,A12:G12,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,3,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera3,,no,NA,yes,NA,Missing images 11:19;
5309,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1893-01,M0364,RIL,NA,7,A01:G01,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5310,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1887-01,M0384,RIL,NA,7,A02:G02,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5311,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1909-02,M0109,RIL,NA,7,A03:G03,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5312,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1876-05,M0033,RIL,NA,7,A04:G04,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5313,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1919-02,M0287,RIL,NA,7,A05:G05,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5314,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1890-04,M0196,RIL,NA,7,A06:G06,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5315,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1931-02,M0381,RIL,NA,7,A07:G07,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5316,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1891-01,M0090,RIL,NA,7,A08:G08,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5317,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1933-03,M0116,RIL,NA,7,A09:G09,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5318,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1891-04,M0090,RIL,NA,7,A10:G10,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5319,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1907-01,M0095,RIL,NA,7,A11:G11,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5320,yes,20181003_tray7,,2017_IBM_RILs,Set 10-1,10A-1929-02,M0280,RIL,NA,7,A12:G12,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,proximal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5321,yes,20181003_tray8,,2017_IBM_RILs,Set 10-1,10A-1880-04,M0129,RIL,NA,7,A01:G01,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5322,yes,20181003_tray8,,2017_IBM_RILs,Set 10-1,10A-1882-03,M0267,RIL,NA,7,A02:G02,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5323,yes,20181003_tray8,,2017_IBM_RILs,Set 10-1,10A-1922-03,M0036,RIL,NA,7,A03:G03,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5324,yes,20181003_tray8,,2017_IBM_RILs,Set 10-1,10A-1881-04,M0067,RIL,NA,7,A04:G04,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5325,yes,20181003_tray8,,2017_IBM_RILs,Set 10-1,13B-4803-02,B73,B73 (springer stock),NA,7,A05:G05,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5326,yes,20181003_tray8,,2017_IBM_RILs,Set 10-1,10A-1910-05,M0046,RIL,NA,7,A06:G06,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5327,yes,20181003_tray8,,2017_IBM_RILs,Set 10-1,10A-1927-02,M0074,RIL,NA,7,A07:G07,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
5328,yes,20181003_tray8,,2017_IBM_RILs,Set 10-1,10A-1927-04,M0074,RIL,NA,7,A08:G08,No,5C,none,20181003,9:30,ProMix BX,ProMix BX,1,4,distal,24,20181008,9:45,10/8/2018 9:45,20181010,9:20,10/10/2018 9:20,30,300,47.58333333,/iplant/home/jgustin/maizeData/coleoptileEmergence/20181010_Rack1_Camera4,,no,NA,yes,NA,Missing images 11:19;
